"Season","date","Player","playerID","toTeam","toTeamID","toTeamabbr","toLeague","toOrg","toSport","fromTeam","fromTeamID","fromTeamabbr","fromLeague","fromOrg","fromSport","typeDesc","description","WAR","PlayerName","Age","AVG","position","ERA","lagWAR","lagAVG","lagERA","lagWinpcttoTeam","lagWinpctfromTeam"
2016,"2016-09-05","Ryan Cordell",641477,"Milwaukee Brewers",158,"MIL","National League",NA,"Major League Baseball","Texas Rangers",140,"TEX","American League",NA,"Major League Baseball","Trade","Texas Rangers traded CF Ryan Cordell to Milwaukee Brewers. PTBN in the August 1 trade involving Jonathan Lucroy and Jeremy Jeffress.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.543
2016,"2016-09-13","Wade LeBlanc",453281,"Pittsburgh Pirates",134,"PIT","National League",NA,"Major League Baseball","Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Trade","Seattle Mariners traded LHP Wade LeBlanc to Pittsburgh Pirates for Player To Be Named Later.",0.1486,"Wade LeBlanc",31,0,"P",3.7742,0.2324,0,3.9438,0.605,0.469
2016,"2016-09-13",NA,NA,"Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Pittsburgh Pirates",134,"PIT","National League",NA,"Major League Baseball","Trade","Seattle Mariners traded LHP Wade LeBlanc to Pittsburgh Pirates for Player To Be Named Later.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469,0.605
2016,"2016-09-14","Joe Wieland",543921,"Atlanta Braves",144,"ATL","National League",NA,"Major League Baseball","Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Trade","Seattle Mariners traded RHP Joe Wieland to Atlanta Braves for Player To Be Named Later.",0.0266,"Joe Wieland",26,0,"P",10.8,-0.1776,0,8.3077,0.414,0.469
2016,"2016-09-14","Josh Collmenter",518567,"Atlanta Braves",144,"ATL","National League",NA,"Major League Baseball","Chicago Cubs",112,"CHC","National League",NA,"Major League Baseball","Trade","Chicago Cubs traded RHP Josh Collmenter to Atlanta Braves for cash.",-0.1492,"Josh Collmenter",30,0,"P",3.7016,0.4994,0.1852,3.7934,0.414,0.599
2016,"2016-09-14",NA,NA,"Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Atlanta Braves",144,"ATL","National League",NA,"Major League Baseball","Trade","Seattle Mariners traded RHP Joe Wieland to Atlanta Braves for Player To Be Named Later.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469,0.414
2016,"2016-09-14",NA,NA,"Chicago Cubs",112,"CHC","National League",NA,"Major League Baseball","Atlanta Braves",144,"ATL","National League",NA,"Major League Baseball","Trade","Chicago Cubs traded RHP Josh Collmenter to Atlanta Braves for cash.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.599,0.414
2016,"2016-09-15","Joey Curletta",621575,"Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Los Angeles Dodgers",119,"LAD","National League",NA,"Major League Baseball","Trade","Los Angeles Dodgers traded RF Joey Curletta to Philadelphia Phillies.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389,0.568
2016,"2016-09-22","Phil Coke",457435,"Pittsburgh Pirates",134,"PIT","National League",NA,"Major League Baseball","New York Yankees",147,"NYY","American League",NA,"Major League Baseball","Trade","New York Yankees traded LHP Phil Coke to Pittsburgh Pirates for cash.",-0.1426,"Phil Coke",33,0,"P",3.6,-0.0307,0,5.6842,0.605,0.537
2016,"2016-09-22",NA,NA,"New York Yankees",147,"NYY","American League",NA,"Major League Baseball","Pittsburgh Pirates",134,"PIT","National League",NA,"Major League Baseball","Trade","New York Yankees traded LHP Phil Coke to Pittsburgh Pirates for cash.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537,0.605
2016,"2016-09-26","Taylor Gushue",656494,"Washington Nationals",120,"WSH","National League",NA,"Major League Baseball","Pittsburgh Pirates",134,"PIT","National League",NA,"Major League Baseball","Trade","Washington Nationals traded 2B Chris Bostick to Pittsburgh Pirates for C Taylor Gushue and cash.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512,0.605
2016,"2016-09-26","Christopher Bostick",607471,"Pittsburgh Pirates",134,"PIT","National League",NA,"Major League Baseball","Washington Nationals",120,"WSH","National League",NA,"Major League Baseball","Trade","Washington Nationals traded 2B Chris Bostick to Pittsburgh Pirates for C Taylor Gushue and cash.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605,0.512
2016,"2016-09-26",NA,NA,"Washington Nationals",120,"WSH","National League",NA,"Major League Baseball","Pittsburgh Pirates",134,"PIT","National League",NA,"Major League Baseball","Trade","Washington Nationals traded 2B Chris Bostick to Pittsburgh Pirates for C Taylor Gushue and cash.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512,0.605
2016,"2016-09-27","Richard Rodriguez",600966,"Atlanta Braves",144,"ATL","National League",NA,"Major League Baseball","San Francisco Giants",137,"SF","National League",NA,"Major League Baseball","Trade","Atlanta Braves traded 2B Gordon Beckham to San Francisco Giants for SS Richard Rodriguez.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414,0.519
2016,"2016-09-27","Gordon Beckham",493596,"San Francisco Giants",137,"SF","National League",NA,"Major League Baseball","Atlanta Braves",144,"ATL","National League",NA,"Major League Baseball","Trade","Atlanta Braves traded 2B Gordon Beckham to San Francisco Giants for SS Richard Rodriguez.",0.0485,"Gordon Beckham",29,0.2122,"2B",NA,0.3501,0.2085,NA,0.519,0.414
2016,"2016-09-30","Tim Lopes",621005,"Toronto Blue Jays",141,"TOR","American League",NA,"Major League Baseball","Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Trade","Seattle Mariners traded 2B Tim Lopes to Toronto Blue Jays. PTBN to complete the August 6 trade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.574,0.469
2016,"2016-10-05","Brady Dragmire",607170,"Pittsburgh Pirates",134,"PIT","National League",NA,"Major League Baseball","Toronto Blue Jays",141,"TOR","American League",NA,"Major League Baseball","Trade","Toronto Blue Jays traded RHP Brady Dragmire to Pittsburgh Pirates for cash.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605,0.574
2016,"2016-10-05",NA,NA,"Toronto Blue Jays",141,"TOR","American League",NA,"Major League Baseball","Pittsburgh Pirates",134,"PIT","National League",NA,"Major League Baseball","Trade","Toronto Blue Jays traded RHP Brady Dragmire to Pittsburgh Pirates for cash.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.574,0.605
2016,"2016-11-02","John Lamb",543424,"Tampa Bay Rays",139,"TB","American League",NA,"Major League Baseball","Cincinnati Reds",113,"CIN","National League",NA,"Major League Baseball","Trade","Cincinnati Reds traded LHP John Lamb to Tampa Bay Rays for cash.",0.198,"John Lamb",25,0.05,"P",6.4286,0.5113,0.0625,5.7987,0.494,0.395
2016,"2016-11-02",NA,NA,"Cincinnati Reds",113,"CIN","National League",NA,"Major League Baseball","Tampa Bay Rays",139,"TB","American League",NA,"Major League Baseball","Trade","Cincinnati Reds traded LHP John Lamb to Tampa Bay Rays for cash.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395,0.494
2016,"2016-11-03","Victor Alcántara",622505,"Detroit Tigers",116,"DET","American League",NA,"Major League Baseball","Los Angeles Angels",108,"LAA","American League",NA,"Major League Baseball","Trade","Detroit Tigers traded LF Cameron Maybin to Los Angeles Angels for RHP Victor Alcantara.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.525
2016,"2016-11-03","Cameron Maybin",457727,"Los Angeles Angels",108,"LAA","American League",NA,"Major League Baseball","Detroit Tigers",116,"DET","American League",NA,"Major League Baseball","Trade","Detroit Tigers traded LF Cameron Maybin to Los Angeles Angels for RHP Victor Alcantara.",1.9873,"Cameron Maybin",29,0.3152,"OF",NA,1.309,0.2673,NA,0.525,0.46
2016,"2016-11-04","Pat Neshek",450212,"Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Houston Astros",117,"HOU","American League",NA,"Major League Baseball","Trade","Houston Astros traded RHP Pat Neshek to Philadelphia Phillies for Player To Be Named Later.",0.4593,"Pat Neshek",35,0,"P",3.0638,0.1689,0,3.622,0.389,0.531
2016,"2016-11-04",NA,NA,"Houston Astros",117,"HOU","American League",NA,"Major League Baseball","Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Trade","Houston Astros traded RHP Pat Neshek to Philadelphia Phillies for Player To Be Named Later.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531,0.389
2016,"2016-11-07","Vidal Nuño",573064,"Los Angeles Dodgers",119,"LAD","National League",NA,"Major League Baseball","Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Trade","Los Angeles Dodgers traded C Carlos Ruiz to Seattle Mariners for LHP Vidal Nuno.",0.0848,"Vidal Nuño",28,0,"P",3.5284,0.3128,0.1429,3.7416,0.568,0.469
2016,"2016-11-07","Carlos Ruiz",434563,"Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Los Angeles Dodgers",119,"LAD","National League",NA,"Major League Baseball","Trade","Los Angeles Dodgers traded C Carlos Ruiz to Seattle Mariners for LHP Vidal Nuno.",0.1614,"Carlos Ruiz",37,0.2637,"C",NA,-1.8702,0.2113,NA,0.469,0.568
2016,"2016-11-11","Darnell Sweeney",572182,"Los Angeles Dodgers",119,"LAD","National League",NA,"Major League Baseball","Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Trade","Los Angeles Dodgers traded LF Howie Kendrick to Philadelphia Phillies for 1B Darin Ruf and Darnell Sweeney.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568,0.389
2016,"2016-11-11","Howie Kendrick",435062,"Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Los Angeles Dodgers",119,"LAD","National League",NA,"Major League Baseball","Trade","Los Angeles Dodgers traded LF Howie Kendrick to Philadelphia Phillies for 1B Darin Ruf and Darnell Sweeney.",1.0766,"Howie Kendrick",32,0.2546,"2B",NA,2.3707,0.2953,NA,0.389,0.568
2016,"2016-11-11","Darin Ruf",573131,"Los Angeles Dodgers",119,"LAD","National League",NA,"Major League Baseball","Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Trade","Los Angeles Dodgers traded LF Howie Kendrick to Philadelphia Phillies for 1B Darin Ruf and Darnell Sweeney.",-0.5248,"Darin Ruf",29,0.2048,"1B/OF",NA,-0.2519,0.2351,NA,0.568,0.389
2016,"2016-11-12","Paul Blackburn",621112,"Athletics",133,"ATH","American League",NA,"Major League Baseball","Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Trade","Oakland Athletics traded 1B Danny Valencia to Seattle Mariners for RHP Paul Blackburn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.469
2016,"2016-11-12","Danny Valencia",502143,"Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Athletics",133,"ATH","American League",NA,"Major League Baseball","Trade","Oakland Athletics traded 1B Danny Valencia to Seattle Mariners for RHP Paul Blackburn.",1.6914,"Danny Valencia",31,0.2866,"3B",NA,2.7838,0.2899,NA,0.469,0.42
2016,"2016-11-17","Albert Abreu",656061,"New York Yankees",147,"NYY","American League",NA,"Major League Baseball","Houston Astros",117,"HOU","American League",NA,"Major League Baseball","Trade","New York Yankees traded C Brian McCann and cash to Houston Astros for RHP Albert Abreu and RHP Jorge Guzman.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537,0.531
2016,"2016-11-17","Brian McCann",435263,"Houston Astros",117,"HOU","American League",NA,"Major League Baseball","New York Yankees",147,"NYY","American League",NA,"Major League Baseball","Trade","New York Yankees traded C Brian McCann and cash to Houston Astros for RHP Albert Abreu and RHP Jorge Guzman.",2.1493,"Brian McCann",32,0.2424,"C",NA,2.8174,0.2323,NA,0.531,0.537
2016,"2016-11-17","Jorge Guzmán",660422,"New York Yankees",147,"NYY","American League",NA,"Major League Baseball","Houston Astros",117,"HOU","American League",NA,"Major League Baseball","Trade","New York Yankees traded C Brian McCann and cash to Houston Astros for RHP Albert Abreu and RHP Jorge Guzman.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537,0.531
2016,"2016-11-17",NA,NA,"Houston Astros",117,"HOU","American League",NA,"Major League Baseball","New York Yankees",147,"NYY","American League",NA,"Major League Baseball","Trade","New York Yankees traded C Brian McCann and cash to Houston Astros for RHP Albert Abreu and RHP Jorge Guzman.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531,0.537
2016,"2016-11-18","Dylan Thompson",663840,"Tampa Bay Rays",139,"TB","American League",NA,"Major League Baseball","Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Trade","Tampa Bay Rays traded 3B Richie Shaffer and SS Taylor Motter to Seattle Mariners for RHP Andrew Kittredge, 1B Dalton Kelly and RHP Dylan Thompson.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494,0.469
2016,"2016-11-18","Andrew Kittredge",552640,"Tampa Bay Rays",139,"TB","American League",NA,"Major League Baseball","Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Trade","Tampa Bay Rays traded 3B Richie Shaffer and SS Taylor Motter to Seattle Mariners for RHP Andrew Kittredge, 1B Dalton Kelly and RHP Dylan Thompson.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494,0.469
2016,"2016-11-18","Dalton Kelly",665138,"Tampa Bay Rays",139,"TB","American League",NA,"Major League Baseball","Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Trade","Tampa Bay Rays traded 3B Richie Shaffer and SS Taylor Motter to Seattle Mariners for RHP Andrew Kittredge, 1B Dalton Kelly and RHP Dylan Thompson.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494,0.469
2016,"2016-11-18","Taylor Motter",600301,"Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Tampa Bay Rays",139,"TB","American League",NA,"Major League Baseball","Trade","Tampa Bay Rays traded 3B Richie Shaffer and SS Taylor Motter to Seattle Mariners for RHP Andrew Kittredge, 1B Dalton Kelly and RHP Dylan Thompson.",-0.2244,"Taylor Motter",26,0.1875,"SS",0,NA,NA,NA,0.469,0.494
2016,"2016-11-18","Richie Shaffer",572128,"Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Tampa Bay Rays",139,"TB","American League",NA,"Major League Baseball","Trade","Tampa Bay Rays traded 3B Richie Shaffer and SS Taylor Motter to Seattle Mariners for RHP Andrew Kittredge, 1B Dalton Kelly and RHP Dylan Thompson.",0.0514,"Richie Shaffer",25,0.25,"1B/DH",NA,0.2215,0.1892,NA,0.469,0.494
2016,"2016-11-18","Zack Littell",641793,"New York Yankees",147,"NYY","American League",NA,"Major League Baseball","Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Trade","New York Yankees traded LHP James Pazos to Seattle Mariners for RHP Zack Littell.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537,0.469
2016,"2016-11-18","James Pazos",572021,"Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","New York Yankees",147,"NYY","American League",NA,"Major League Baseball","Trade","New York Yankees traded LHP James Pazos to Seattle Mariners for RHP Zack Littell.",-0.1553,"James Pazos",25,0,"P",13.5,0.036,0,0,0.469,0.537
2016,"2016-11-23","Mitch Haniger",571745,"Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Arizona Diamondbacks",109,"AZ","National League",NA,"Major League Baseball","Trade","Seattle Mariners traded SS Ketel Marte and RHP Taijuan Walker to Arizona Diamondbacks for SS Jean Segura, CF Mitch Haniger and LHP Zac Curtis.",0.1314,"Mitch Haniger",25,0.2294,"OF",NA,NA,NA,NA,0.469,0.488
2016,"2016-11-23","Jimmy Cordero",622772,"Washington Nationals",120,"WSH","National League",NA,"Major League Baseball","Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Trade","Philadelphia Phillies traded RHP Jimmy Cordero to Washington Nationals for Player To Be Named Later.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512,0.389
2016,"2016-11-23","Zac Curtis",657205,"Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Arizona Diamondbacks",109,"AZ","National League",NA,"Major League Baseball","Trade","Seattle Mariners traded SS Ketel Marte and RHP Taijuan Walker to Arizona Diamondbacks for SS Jean Segura, CF Mitch Haniger and LHP Zac Curtis.",-0.3553,"Zac Curtis",23,0,"P",6.75,NA,NA,NA,0.469,0.488
2016,"2016-11-23","Jean Segura",516416,"Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Arizona Diamondbacks",109,"AZ","National League",NA,"Major League Baseball","Trade","Seattle Mariners traded SS Ketel Marte and RHP Taijuan Walker to Arizona Diamondbacks for SS Jean Segura, CF Mitch Haniger and LHP Zac Curtis.",6.1252,"Jean Segura",26,0.3187,"2B/SS",NA,0.0588,0.2571,NA,0.469,0.488
2016,"2016-11-23","Ketel Marte",606466,"Arizona Diamondbacks",109,"AZ","National League",NA,"Major League Baseball","Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Trade","Seattle Mariners traded SS Ketel Marte and RHP Taijuan Walker to Arizona Diamondbacks for SS Jean Segura, CF Mitch Haniger and LHP Zac Curtis.",0.3327,"Ketel Marte",22,0.2586,"2B",NA,1.7819,0.2831,NA,0.488,0.469
2016,"2016-11-23","Taijuan Walker",592836,"Arizona Diamondbacks",109,"AZ","National League",NA,"Major League Baseball","Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Trade","Seattle Mariners traded SS Ketel Marte and RHP Taijuan Walker to Arizona Diamondbacks for SS Jean Segura, CF Mitch Haniger and LHP Zac Curtis.",0.7384,"Taijuan Walker",23,0,"P",4.2208,1.7763,0.1111,4.5619,0.488,0.469
2016,"2016-11-23",NA,NA,"Philadelphia Phillies",143,"PHI","National League",NA,"Major League Baseball","Washington Nationals",120,"WSH","National League",NA,"Major League Baseball","Trade","Philadelphia Phillies traded RHP Jimmy Cordero to Washington Nationals for Player To Be Named Later.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389,0.512
2016,"2016-11-28","Alex Jackson",656577,"Atlanta Braves",144,"ATL","National League",NA,"Major League Baseball","Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Trade","Atlanta Braves traded RHP Max Povse and RHP Rob Whalen to Seattle Mariners for RF Alex Jackson and Player To Be Named Later.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414,0.469
2016,"2016-11-28","Max Povse",605428,"Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Atlanta Braves",144,"ATL","National League",NA,"Major League Baseball","Trade","Atlanta Braves traded RHP Max Povse and RHP Rob Whalen to Seattle Mariners for RF Alex Jackson and Player To Be Named Later.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469,0.414
2016,"2016-11-28","Rob Whalen",547007,"Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Atlanta Braves",144,"ATL","National League",NA,"Major League Baseball","Trade","Atlanta Braves traded RHP Max Povse and RHP Rob Whalen to Seattle Mariners for RF Alex Jackson and Player To Be Named Later.",0.0492,"Rob Whalen",22,0.2,"P",6.5676,NA,NA,NA,0.469,0.414
2016,"2016-11-28",NA,NA,"Atlanta Braves",144,"ATL","National League",NA,"Major League Baseball","Seattle Mariners",136,"SEA","American League",NA,"Major League Baseball","Trade","Atlanta Braves traded RHP Max Povse and RHP Rob Whalen to Seattle Mariners for RF Alex Jackson and Player To Be Named Later.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414,0.469
2016,"2016-11-30","Logan Verrett",548337,"Baltimore Orioles",110,"BAL","American League",NA,"Major League Baseball","New York Mets",121,"NYM","National League",NA,"Major League Baseball","Trade","New York Mets traded RHP Logan Verrett to Baltimore Orioles for cash.",-0.8879,"Logan Verrett",26,0.0526,"P",5.2036,0.0462,0,3.5874,0.5,0.556
2016,"2016-11-30",NA,NA,"New York Mets",121,"NYM","National League",NA,"Major League Baseball","Baltimore Orioles",110,"BAL","American League",NA,"Major League Baseball","Trade","New York Mets traded RHP Logan Verrett to Baltimore Orioles for cash.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556,0.5
2016,"2016-12-01","Brooks Pounders",572044,"Los Angeles Angels",108,"LAA","American League",NA,"Major League Baseball","Kansas City Royals",118,"KC","American League",NA,"Major League Baseball","Trade","Kansas City Royals traded RHP Brooks Pounders to Los Angeles Angels for RHP Jared Ruxer.",-0.4752,"Brooks Pounders",25,0,"P",9.2368,NA,NA,NA,0.525,0.586
2016,"2016-12-01","Jared Ruxer",596095,"Kansas City Royals",118,"KC","American League",NA,"Major League Baseball","Los Angeles Angels",108,"LAA","American League",NA,"Major League Baseball","Trade","Kansas City Royals traded RHP Brooks Pounders to Los Angeles Angels for RHP Jared Ruxer.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.586,0.525
2016,"2016-12-01","John Gant",607231,"St. Louis Cardinals",138,"STL","National League",NA,"Major League Baseball","Atlanta Braves",144,"ATL","National League",NA,"Major League Baseball","Trade","St. Louis Cardinals traded LHP Jaime Garcia to Atlanta Braves for RHP Chris Ellis, RHP John Gant and 2B Luke Dykstra.",0.0525,"John Gant",23,0,"P",4.86,NA,NA,NA,0.617,0.414
2016,"2016-12-01","Chris Ellis",595939,"St. Louis Cardinals",138,"STL","National League",NA,"Major League Baseball","Atlanta Braves",144,"ATL","National League",NA,"Major League Baseball","Trade","St. Louis Cardinals traded LHP Jaime Garcia to Atlanta Braves for RHP Chris Ellis, RHP John Gant and 2B Luke Dykstra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.617,0.414
2016,"2016-12-01","Luke Dykstra",656392,"St. Louis Cardinals",138,"STL","National League",NA,"Major League Baseball","Atlanta Braves",144,"ATL","National League",NA,"Major League Baseball","Trade","St. Louis Cardinals traded LHP Jaime Garcia to Atlanta Braves for RHP Chris Ellis, RHP John Gant and 2B Luke Dykstra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.617,0.414
2016,"2016-12-01","Jaime García",448802,"Atlanta Braves",144,"ATL","National League",NA,"Major League Baseball","St. Louis Cardinals",138,"STL","National League",NA,"Major League Baseball","Trade","St. Louis Cardinals traded LHP Jaime Garcia to Atlanta Braves for RHP Chris Ellis, RHP John Gant and 2B Luke Dykstra.",1.1549,"Jaime García",29,0.1707,"P",4.666,2.6511,0.0976,2.4293,0.414,0.617
2016,"2016-12-02","Derek Norris",519083,"Washington Nationals",120,"WSH","National League",NA,"Major League Baseball","San Diego Padres",135,"SD","National League",NA,"Major League Baseball","Trade","San Diego Padres traded C Derek Norris to Washington Nationals for RHP Pedro Avila.",0.3817,"Derek Norris",27,0.1855,"C",NA,3.8234,0.2505,NA,0.512,0.457
2016,"2016-12-02","Pedro Avila",658648,"San Diego Padres",135,"SD","National League",NA,"Major League Baseball","Washington Nationals",120,"WSH","National League",NA,"Major League Baseball","Trade","San Diego Padres traded C Derek Norris to Washington Nationals for RHP Pedro Avila.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.457,0.512
2016,"2016-12-06","Victor Diaz",661413,"Chicago White Sox",145,"CWS","American League",NA,"Major League Baseball","Boston Red Sox",111,"BOS","American League",NA,"Major League Baseball","Trade","Chicago White Sox traded LHP Chris Sale to Boston Red Sox for CF Luis Alexander Basabe, RHP Michael Kopech, RHP Victor Diaz and 3B Yoan Moncada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469,0.481
2016,"2016-12-06","Luis Alexander Basabe",642772,"Chicago White Sox",145,"CWS","American League",NA,"Major League Baseball","Boston Red Sox",111,"BOS","American League",NA,"Major League Baseball","Trade","Chicago White Sox traded LHP Chris Sale to Boston Red Sox for CF Luis Alexander Basabe, RHP Michael Kopech, RHP Victor Diaz and 3B Yoan Moncada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469,0.481
2016,"2016-12-06","Yoán Moncada",660162,"Chicago White Sox",145,"CWS","American League",NA,"Major League Baseball","Boston Red Sox",111,"BOS","American League",NA,"Major League Baseball","Trade","Chicago White Sox traded LHP Chris Sale to Boston Red Sox for CF Luis Alexander Basabe, RHP Michael Kopech, RHP Victor Diaz and 3B Yoan Moncada.",-0.1368,"Yoán Moncada",21,0.2105,"3B",NA,NA,NA,NA,0.469,0.481
2016,"2016-12-06","Chris Sale",519242,"Boston Red Sox",111,"BOS","American League",NA,"Major League Baseball","Chicago White Sox",145,"CWS","American League",NA,"Major League Baseball","Trade","Chicago White Sox traded LHP Chris Sale to Boston Red Sox for CF Luis Alexander Basabe, RHP Michael Kopech, RHP Victor Diaz and 3B Yoan Moncada.",5.2803,"Chris Sale",27,0.1667,"P",3.3353,5.5817,0.1111,3.4073,0.481,0.469
2016,"2016-12-06","Michael Kopech",656629,"Chicago White Sox",145,"CWS","American League",NA,"Major League Baseball","Boston Red Sox",111,"BOS","American League",NA,"Major League Baseball","Trade","Chicago White Sox traded LHP Chris Sale to Boston Red Sox for CF Luis Alexander Basabe, RHP Michael Kopech, RHP Victor Diaz and 3B Yoan Moncada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469,0.481
2016,"2016-12-06","Josh Pennington",656837,"Milwaukee Brewers",158,"MIL","National League",NA,"Major League Baseball","Boston Red Sox",111,"BOS","American League",NA,"Major League Baseball","Trade","Milwaukee Brewers traded RHP Tyler Thornburg to Boston Red Sox for RHP Josh Pennington, SS Mauricio Dubon, 3B Travis Shaw and Player To Be Named Later.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.481
2016,"2016-12-06","Mauricio Dubón",643289,"Milwaukee Brewers",158,"MIL","National League",NA,"Major League Baseball","Boston Red Sox",111,"BOS","American League",NA,"Major League Baseball","Trade","Milwaukee Brewers traded RHP Tyler Thornburg to Boston Red Sox for RHP Josh Pennington, SS Mauricio Dubon, 3B Travis Shaw and Player To Be Named Later.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.481
2016,"2016-12-06","Travis Shaw",543768,"Milwaukee Brewers",158,"MIL","National League",NA,"Major League Baseball","Boston Red Sox",111,"BOS","American League",NA,"Major League Baseball","Trade","Milwaukee Brewers traded RHP Tyler Thornburg to Boston Red Sox for RHP Josh Pennington, SS Mauricio Dubon, 3B Travis Shaw and Player To Be Named Later.",0.4513,"Travis Shaw",26,0.2417,"3B",NA,1.4822,0.2699,NA,0.42,0.481
2016,"2016-12-06","Tyler Thornburg",592804,"Boston Red Sox",111,"BOS","American League",NA,"Major League Baseball","Milwaukee Brewers",158,"MIL","National League",NA,"Major League Baseball","Trade","Milwaukee Brewers traded RHP Tyler Thornburg to Boston Red Sox for RHP Josh Pennington, SS Mauricio Dubon, 3B Travis Shaw and Player To Be Named Later.",1.8896,"Tyler Thornburg",27,0,"P",2.1493,-0.4187,0,3.6699,0.481,0.42
2016,"2016-12-06",NA,NA,"Milwaukee Brewers",158,"MIL","National League",NA,"Major League Baseball","Boston Red Sox",111,"BOS","American League",NA,"Major League Baseball","Trade","Milwaukee Brewers traded RHP Tyler Thornburg to Boston Red Sox for RHP Josh Pennington, SS Mauricio Dubon, 3B Travis Shaw and Player To Be Named Later.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.481
2016,"2016-12-07","Adam Eaton",594809,"Washington Nationals",120,"WSH","National League",NA,"Major League Baseball","Chicago White Sox",145,"CWS","American League",NA,"Major League Baseball","Trade","Chicago White Sox traded CF Adam Eaton to Washington Nationals for RHP Lucas Giolito, RHP Reynaldo Lopez and RHP Dane Dunning.",6.2168,"Adam Eaton",27,0.2843,"OF",NA,3.8596,0.2869,NA,0.512,0.469
